Month,Purpose,Count
Jun-2013,Other & not stated,20250
Jul-2013,Other & not stated,26310
Aug-2013,Other & not stated,21040
Sep-2013,Other & not stated,23820
Oct-2013,Other & not stated,24530
Nov-2013,Other & not stated,25420
Dec-2013,Other & not stated,19960
Jan-2014,Other & not stated,24960
Feb-2014,Other & not stated,26950
Mar-2014,Other & not stated,23650
Apr-2014,Other & not stated,20670
May-2014,Other & not stated,22050
Jun-2014,Other & not stated,19420
Jul-2014,Other & not stated,22480
Aug-2014,Other & not stated,23540
Sep-2014,Other & not stated,22830
Oct-2014,Other & not stated,31850
Nov-2014,Other & not stated,29550
Dec-2014,Other & not stated,26230
Jan-2015,Other & not stated,29740
Feb-2015,Other & not stated,26720
Mar-2015,Other & not stated,30210
Apr-2015,Other & not stated,24150
May-2015,Other & not stated,23380
Jun-2015,Other & not stated,23430
Jul-2015,Other & not stated,29110
Aug-2015,Other & not stated,22390
Sep-2015,Other & not stated,22650
Oct-2015,Other & not stated,26790
Nov-2015,Other & not stated,23770
Dec-2015,Other & not stated,21600
Jan-2016,Other & not stated,30360
Feb-2016,Other & not stated,28540
Mar-2016,Other & not stated,24760
Apr-2016,Other & not stated,29370
May-2016,Other & not stated,29540
Jun-2016,Other & not stated,22960
Jul-2016,Other & not stated,30160
Aug-2016,Other & not stated,27190
Sep-2016,Other & not stated,27170
Oct-2016,Other & not stated,37350
Nov-2016,Other & not stated,26840
Dec-2016,Other & not stated,26230
Jan-2017,Other & not stated,25570
Feb-2017,Other & not stated,26440
Mar-2017,Other & not stated,25640
Apr-2017,Other & not stated,23790
May-2017,Other & not stated,21170
Jun-2017,Other & not stated,21230
Jul-2017,Other & not stated,27920
Aug-2017,Other & not stated,23410
Sep-2017,Other & not stated,24890
Oct-2017,Other & not stated,25390
Nov-2017,Other & not stated,24140
Dec-2017,Other & not stated,18090
Jan-2018,Other & not stated,25420
Feb-2018,Other & not stated,25400
Mar-2018,Other & not stated,29400
Apr-2018,Other & not stated,26520
May-2018,Other & not stated,21120
Jun-2018,Other & not stated,19740
Jul-2018,Other & not stated,25800
Aug-2018,Other & not stated,22490
Sep-2018,Other & not stated,25690
Oct-2018,Other & not stated,28720
Nov-2018,Other & not stated,31440
Dec-2018,Other & not stated,28530
Jan-2019,Other & not stated,27560
Feb-2019,Other & not stated,26790
Mar-2019,Other & not stated,27750
Apr-2019,Other & not stated,22640
May-2019,Other & not stated,21890
Jun-2019,Other & not stated,20960
Jul-2019,Other & not stated,26500
Aug-2019,Other & not stated,25400
Sep-2019,Other & not stated,25470
Oct-2019,Other & not stated,30530
Nov-2019,Other & not stated,26020
Dec-2019,Other & not stated,21210
Jan-2020,Other & not stated,29950
Feb-2020,Other & not stated,24660
Mar-2020,Other & not stated,14490
Apr-2020,Other & not stated,950
May-2020,Other & not stated,1410
Jun-2020,Other & not stated,2080
Jul-2020,Other & not stated,1000
Aug-2020,Other & not stated,910
Sep-2020,Other & not stated,860
Oct-2020,Other & not stated,1280
Nov-2020,Other & not stated,1240
Dec-2020,Other & not stated,1120
Jan-2021,Other & not stated,1680
Feb-2021,Other & not stated,1110
Mar-2021,Other & not stated,1260
Apr-2021,Other & not stated,1530
May-2021,Other & not stated,1980
Jun-2021,Other & not stated,2760
Jul-2021,Other & not stated,1530
Aug-2021,Other & not stated,1890
Sep-2021,Other & not stated,1410
Oct-2021,Other & not stated,960
Nov-2021,Other & not stated,2030
Dec-2021,Other & not stated,4710
Jan-2022,Other & not stated,4070
Feb-2022,Other & not stated,4690
Mar-2022,Other & not stated,6450
Apr-2022,Other & not stated,8070
May-2022,Other & not stated,8370
Jun-2022,Other & not stated,9340
Jul-2022,Other & not stated,10890
Aug-2022,Other & not stated,13440
Sep-2022,Other & not stated,16270
Oct-2022,Other & not stated,16690
Nov-2022,Other & not stated,18940
Dec-2022,Other & not stated,16010
Jan-2023,Other & not stated,17480
Feb-2023,Other & not stated,23400
Mar-2023,Other & not stated,21840
Apr-2023,Other & not stated,19460
May-2023,Other & not stated,17970
Jun-2023,Other & not stated,19840
Jul-2023,Other & not stated,28390
Aug-2023,Other & not stated,22010
Sep-2023,Other & not stated,25740
Oct-2023,Other & not stated,27410
Nov-2023,Other & not stated,28290
Dec-2023,Other & not stated,31710
Jan-2024,Other & not stated,28410
Feb-2024,Other & not stated,29910
Mar-2024,Other & not stated,27920
Apr-2024,Other & not stated,25050
May-2024,Other & not stated,24680
Jun-2024,Other & not stated,21250
Jul-2024,Other & not stated,23380
Aug-2024,Other & not stated,26320
Sep-2024,Other & not stated,25510
Oct-2024,Other & not stated,28490
Nov-2024,Other & not stated,27090
Dec-2024,Other & not stated,21640
Jan-2025,Other & not stated,26140
Feb-2025,Other & not stated,27650
Mar-2025,Other & not stated,27610
Apr-2025,Other & not stated,20830
May-2025,Other & not stated,23730
Jun-2025,Other & not stated,22220
Jul-2025,Other & not stated,26520
Aug-2025,Other & not stated,27640
Jan-1991,Total,177410
Feb-1991,Total,190570
Mar-1991,Total,189180
Apr-1991,Total,168000
May-1991,Total,161400
Jun-1991,Total,172230
Jul-1991,Total,208310
Aug-1991,Total,199310
Sep-1991,Total,197360
Oct-1991,Total,215970
Nov-1991,Total,223860
Dec-1991,Total,266750
Jan-1992,Total,196090
Feb-1992,Total,238250
Mar-1992,Total,217800
Apr-1992,Total,203830
May-1992,Total,175220
Jun-1992,Total,176940
Jul-1992,Total,219260
Aug-1992,Total,199080
Sep-1992,Total,190020
Oct-1992,Total,229320
Nov-1992,Total,255040
Dec-1992,Total,302400
Jan-1993,Total,242760
Feb-1993,Total,245460
Mar-1993,Total,257950
Apr-1993,Total,226320
May-1993,Total,213410
Jun-1993,Total,204580
Jul-1993,Total,244620
Aug-1993,Total,239930
Sep-1993,Total,224030
Oct-1993,Total,267220
Nov-1993,Total,285910
Dec-1993,Total,344040
Jan-1994,Total,250530
Feb-1994,Total,304280
Mar-1994,Total,307400
Apr-1994,Total,255130
May-1994,Total,214940
Jun-1994,Total,230940
Jul-1994,Total,282510
Aug-1994,Total,265430
Sep-1994,Total,253970
Oct-1994,Total,301590
Nov-1994,Total,311000
Dec-1994,Total,384010
Jan-1995,Total,303760
Feb-1995,Total,319050
Mar-1995,Total,313540
Apr-1995,Total,294160
May-1995,Total,244810
Jun-1995,Total,261440
Jul-1995,Total,329740
Aug-1995,Total,304900
Sep-1995,Total,268570
Oct-1995,Total,320660
Nov-1995,Total,342930
Dec-1995,Total,422260
Jan-1996,Total,317210
Feb-1996,Total,392690
Mar-1996,Total,365550
Apr-1996,Total,333200
May-1996,Total,261510
Jun-1996,Total,306930
Jul-1996,Total,358230
Aug-1996,Total,329240
Sep-1996,Total,309160
Oct-1996,Total,350360
Nov-1996,Total,375570
Dec-1996,Total,465180
Jan-1997,Total,342890
Feb-1997,Total,407960
Mar-1997,Total,390900
Apr-1997,Total,325900
May-1997,Total,289100
Jun-1997,Total,308180
Jul-1997,Total,397360
Aug-1997,Total,330430
Sep-1997,Total,330940
Oct-1997,Total,366480
Nov-1997,Total,379460
Dec-1997,Total,448280
Jan-1998,Total,346230
Feb-1998,Total,353610
Mar-1998,Total,338560
Apr-1998,Total,341080
May-1998,Total,283400
Jun-1998,Total,304190
Jul-1998,Total,372300
Aug-1998,Total,323680
Sep-1998,Total,323860
Oct-1998,Total,354750
Nov-1998,Total,367910
Dec-1998,Total,457640
Jan-1999,Total,350980
Feb-1999,Total,398570
Mar-1999,Total,389020
Apr-1999,Total,334130
May-1999,Total,298130
Jun-1999,Total,317060
Jul-1999,Total,388460
Aug-1999,Total,355610
Sep-1999,Total,353130
Oct-1999,Total,396980
Nov-1999,Total,416670
Dec-1999,Total,460780
Jan-2000,Total,360800
Feb-2000,Total,434590
Mar-2000,Total,411860
Apr-2000,Total,405620
May-2000,Total,319350
Jun-2000,Total,347940
Jul-2000,Total,429030
Aug-2000,Total,372850
Sep-2000,Total,402970
Oct-2000,Total,426510
Nov-2000,Total,459910
Dec-2000,Total,559930
Jan-2001,Total,416600
Feb-2001,Total,429200
Mar-2001,Total,428750
Apr-2001,Total,405380
May-2001,Total,330180
Jun-2001,Total,370020
Jul-2001,Total,446880
Aug-2001,Total,384590
Sep-2001,Total,366290
Oct-2001,Total,378470
Nov-2001,Total,376190
Dec-2001,Total,523190
Jan-2002,Total,379290
Feb-2002,Total,437240
Mar-2002,Total,446500
Apr-2002,Total,360310
May-2002,Total,329950
Jun-2002,Total,339390
Jul-2002,Total,418160
Aug-2002,Total,371940
Sep-2002,Total,358570
Oct-2002,Total,428860
Nov-2002,Total,437020
Dec-2002,Total,533970
Jan-2003,Total,396650
Feb-2003,Total,427480
Mar-2003,Total,392470
Apr-2003,Total,321510
May-2003,Total,260900
Jun-2003,Total,308270
Jul-2003,Total,415510
Aug-2003,Total,362250
Sep-2003,Total,385600
Oct-2003,Total,435330
Nov-2003,Total,473280
Dec-2003,Total,566600
Jan-2004,Total,420170
Feb-2004,Total,454820
Mar-2004,Total,432280
Apr-2004,Total,402790
May-2004,Total,341260
Jun-2004,Total,367280
Jul-2004,Total,467550
Aug-2004,Total,403060
Sep-2004,Total,393510
Oct-2004,Total,447380
Nov-2004,Total,478020
Dec-2004,Total,591390
Jan-2005,Total,456920
Feb-2005,Total,498780
Mar-2005,Total,502090
Apr-2005,Total,406580
May-2005,Total,351290
Jun-2005,Total,377010
Jul-2005,Total,497040
Aug-2005,Total,429260
Sep-2005,Total,412070
Oct-2005,Total,461870
Nov-2005,Total,470670
Dec-2005,Total,599250
Jan-2006,Total,461400
Feb-2006,Total,485000
Mar-2006,Total,473440
Apr-2006,Total,435040
May-2006,Total,342940
Jun-2006,Total,379660
Jul-2006,Total,478190
Aug-2006,Total,410200
Sep-2006,Total,423460
Oct-2006,Total,472930
Nov-2006,Total,489990
Dec-2006,Total,640870
Jan-2007,Total,451030
Feb-2007,Total,510170
Mar-2007,Total,520020
Apr-2007,Total,434940
May-2007,Total,364730
Jun-2007,Total,397960
Jul-2007,Total,482790
Aug-2007,Total,434750
Sep-2007,Total,434110
Oct-2007,Total,468840
Nov-2007,Total,499210
Dec-2007,Total,614830
Jan-2008,Total,440630
Feb-2008,Total,546410
Mar-2008,Total,513720
Apr-2008,Total,424310
May-2008,Total,380020
Jun-2008,Total,382460
Jul-2008,Total,530450
Aug-2008,Total,418750
Sep-2008,Total,400010
Oct-2008,Total,455740
Nov-2008,Total,470350
Dec-2008,Total,611800
Jan-2009,Total,451880
Feb-2009,Total,501770
Mar-2009,Total,486840
Apr-2009,Total,452830
May-2009,Total,372920
Jun-2009,Total,362280
Jul-2009,Total,458960
Aug-2009,Total,413160
Sep-2009,Total,437290
Oct-2009,Total,484820
Nov-2009,Total,485250
Dec-2009,Total,649360
Jan-2010,Total,448710
Feb-2010,Total,560130
Mar-2010,Total,526330
Apr-2010,Total,428900
May-2010,Total,374960
Jun-2010,Total,403700
Jul-2010,Total,510930
Aug-2010,Total,451310
Sep-2010,Total,475680
Oct-2010,Total,494460
Nov-2010,Total,518090
Dec-2010,Total,678360
Jan-2011,Total,473780
Feb-2011,Total,565140
Mar-2011,Total,500100
Apr-2011,Total,460320
May-2011,Total,384520
Jun-2011,Total,387680
Jul-2011,Total,505640
Aug-2011,Total,467010
Sep-2011,Total,431040
Oct-2011,Total,499530
Nov-2011,Total,522760
Dec-2011,Total,674790
Jan-2012,Total,501990
Feb-2012,Total,565750
Mar-2012,Total,543830
Apr-2012,Total,465100
May-2012,Total,393430
Jun-2012,Total,420510
Jul-2012,Total,499860
Aug-2012,Total,498740
Sep-2012,Total,475470
Oct-2012,Total,521010
Nov-2012,Total,560100
Dec-2012,Total,721320
Jan-2013,Total,488670
Feb-2013,Total,616970
Mar-2013,Total,588870
Apr-2013,Total,461540
May-2013,Total,413330
Jun-2013,Total,447520
Jul-2013,Total,530910
Aug-2013,Total,529350
Sep-2013,Total,493890
Oct-2013,Total,542760
Nov-2013,Total,578130
Dec-2013,Total,789760
Jan-2014,Total,562510
Feb-2014,Total,637630
Mar-2014,Total,600820
Apr-2014,Total,528560
May-2014,Total,472880
Jun-2014,Total,457900
Jul-2014,Total,589650
Aug-2014,Total,540910
Sep-2014,Total,521750
Oct-2014,Total,586680
Nov-2014,Total,611230
Dec-2014,Total,811830
Jan-2015,Total,547430
Feb-2015,Total,726060
Mar-2015,Total,679270
Apr-2015,Total,550150
May-2015,Total,485660
Jun-2015,Total,488150
Jul-2015,Total,628270
Aug-2015,Total,574140
Sep-2015,Total,571990
Oct-2015,Total,625800
Nov-2015,Total,671540
Dec-2015,Total,901320
Jan-2016,Total,617670
Feb-2016,Total,798610
Mar-2016,Total,757350
Apr-2016,Total,610500
May-2016,Total,541280
Jun-2016,Total,555070
Jul-2016,Total,715780
Aug-2016,Total,632140
Sep-2016,Total,647040
Oct-2016,Total,695920
Nov-2016,Total,721830
Dec-2016,Total,976150
Jan-2017,Total,723990
Feb-2017,Total,787580
Mar-2017,Total,772230
Apr-2017,Total,700010
May-2017,Total,579090
Jun-2017,Total,606010
Jul-2017,Total,746410
Aug-2017,Total,702900
Sep-2017,Total,663590
Oct-2017,Total,741360
Nov-2017,Total,777090
Dec-2017,Total,1015040
Jan-2018,Total,702580
Feb-2018,Total,914530
Mar-2018,Total,872350
Apr-2018,Total,679780
May-2018,Total,609450
Jun-2018,Total,646650
Jul-2018,Total,774360
Aug-2018,Total,741710
Sep-2018,Total,690190
Oct-2018,Total,753960
Nov-2018,Total,802160
Dec-2018,Total,1057900
Jan-2019,Total,731130
Feb-2019,Total,927240
Mar-2019,Total,836350
Apr-2019,Total,700370
May-2019,Total,668280
Jun-2019,Total,660340
Jul-2019,Total,790380
Aug-2019,Total,789200
Sep-2019,Total,694960
Oct-2019,Total,774020
Nov-2019,Total,815910
Dec-2019,Total,1077720
Jan-2020,Total,766590
Feb-2020,Total,685410
Mar-2020,Total,331890
Apr-2020,Total,2250
May-2020,Total,3440
Jun-2020,Total,5400
Jul-2020,Total,3530
Aug-2020,Total,3030
Sep-2020,Total,3720
Oct-2020,Total,6070
Nov-2020,Total,7570
Dec-2020,Total,8820
Jan-2021,Total,7990
Feb-2021,Total,6260
Mar-2021,Total,8320
Apr-2021,Total,22610
May-2021,Total,36190
Jun-2021,Total,36770
Jul-2021,Total,18720
Aug-2021,Total,6390
Sep-2021,Total,4430
Oct-2021,Total,4410
Nov-2021,Total,20860
Dec-2021,Total,73290
Jan-2022,Total,60760
Feb-2022,Total,90460
Mar-2022,Total,170250
Apr-2022,Total,235460
May-2022,Total,231480
Jun-2022,Total,275300
Jul-2022,Total,325680
Aug-2022,Total,348440
Sep-2022,Total,371850
Oct-2022,Total,430470
Nov-2022,Total,505240
Dec-2022,Total,648970
Jan-2023,Total,412410
Feb-2023,Total,600710
Mar-2023,Total,613340
Apr-2023,Total,544920
May-2023,Total,512330
Jun-2023,Total,542080
Jul-2023,Total,625120
Aug-2023,Total,603360
Sep-2023,Total,584620
Oct-2023,Total,607930
Nov-2023,Total,663760
Dec-2023,Total,876860
Jan-2024,Total,603770
Feb-2024,Total,857950
Mar-2024,Total,761050
Apr-2024,Total,593090
May-2024,Total,600780
Jun-2024,Total,587760
Jul-2024,Total,658970
Aug-2024,Total,658810
Sep-2024,Total,630700
Oct-2024,Total,677410
Nov-2024,Total,695360
Dec-2024,Total,945280
Jan-2025,Total,710040
Feb-2025,Total,787770
Mar-2025,Total,761230
Apr-2025,Total,641150
May-2025,Total,611180
Jun-2025,Total,624510
Jul-2025,Total,743210
Aug-2025,Total,753320
